Student_id,Stress Coping Mechanisms,Stress Level Category,Age,Academic Performance (GPA),Study Hours Per Week,Social_Media_Usage_per_week,Sleep Duration (Hours per night),Physical Exercise (Hours per week),Family Support,Financial Stress,Peer Pressure,Relationship Stress,Counseling Attendance,Diet Quality,Cognitive Distortions,Family Mental Health History,Medical Condition,Substance Use,Gender_Female,Gender_Male,Gender_Other,Stress_Ratio
560,Exercise,High,24,4,3,28,8,7,1,1,2,3,0,2,2,0,1,2,0,1,0,0.9999900000999989
2985,Reading,High,23,2,37,56,12,9,2,2,2,1,0,3,4,0,0,3,0,0,0,0.9999950000249999
3448,Watching Sports,High,30,2,49,7,12,8,1,5,2,1,1,1,3,1,0,1,0,0,0,4.999950000499995
1223,Yoga,Medium,28,0,47,56,9,3,3,4,3,1,0,4,2,1,0,1,0,0,0,1.3333288889037036
3399,Watching Sports,Low,18,4,16,35,4,0,5,3,5,1,0,5,1,1,1,3,0,0,0,0.5999988000024
5640,Talking to Friends,Low,24,3,28,56,12,6,3,4,3,2,0,2,2,1,1,2,1,0,0,1.3333288889037036
1080,Talking to Friends,Low,24,2,-14,7,4,9,1,3,2,3,0,4,2,1,1,5,0,0,0,2.9999700002999967
2550,Walking or Nature Walks,High,30,3,15,21,5,0,1,4,2,1,1,3,3,1,1,1,0,0,0,3.9999600003999958
4102,Spending Time Alone,Medium,22,3,6,28,5,8,4,5,1,3,1,5,4,0,1,1,0,1,0,1.2499968750078125
4097,Exercise,Low,27,3,36,21,11,5,2,3,5,3,1,2,3,0,0,4,0,0,1,1.4999925000374998
2999,Meditation,Medium,28,3,18,28,12,4,2,5,3,5,1,2,1,1,0,2,0,0,1,2.4999875000625
2277,Watching Sports,Low,26,0,8,56,7,9,5,4,1,2,1,3,4,0,0,4,1,0,0,0.7999984000032001
710,Travelling,Low,19,0,1,56,9,10,5,2,5,2,1,2,5,1,1,5,0,1,0,0.39999920000160005
4404,Watching Sports,Low,27,2,64,49,7,4,3,5,4,4,1,1,4,1,0,1,0,0,1,1.6666611111296294
325,Yoga,Medium,29,3,3,28,9,7,1,2,2,1,1,4,5,0,0,4,1,0,0,1.9999800001999979
5519,Talking to Friends,High,20,0,14,0,11,0,1,2,3,5,1,3,5,0,0,2,0,1,0,1.9999800001999979
5163,Social Media Engagement,Low,22,3,26,7,12,1,1,4,1,3,1,2,5,0,0,3,0,1,0,3.9999600003999958
851,Watching Sports,High,18,1,32,7,12,2,1,2,2,2,1,1,1,0,1,1,0,0,0,1.9999800001999979
2602,Exercise,High,27,2,18,35,8,7,4,2,4,5,0,2,1,0,1,3,0,1,0,0.49999875000312505
2677,Talking to Friends,High,22,1,35,49,5,1,2,1,5,5,1,5,1,1,0,5,0,0,1,0.49999750001249993
3905,Travelling,Low,22,2,33,7,4,2,5,5,4,2,0,4,2,0,0,2,0,0,0,0.9999980000040001
61,Exercise,High,25,3,1,35,11,1,2,2,5,3,1,1,5,0,0,2,0,1,0,0.9999950000249999
261,Travelling,Low,27,4,47,42,6,8,3,4,4,2,0,5,3,0,1,2,1,0,0,1.3333288889037036
3192,Walking or Nature Walks,Medium,20,2,31,56,10,1,3,4,4,4,0,2,3,0,0,5,0,1,0,1.3333288889037036
2131,Spending Time Alone,Low,25,2,38,49,4,8,3,5,2,4,0,2,2,0,1,2,0,1,0,1.6666611111296294
4813,Walking or Nature Walks,Medium,20,3,28,35,5,3,5,5,5,2,1,4,2,0,1,3,0,0,0,0.9999980000040001
2231,Travelling,Low,23,4,21,49,4,2,1,3,1,1,1,2,5,0,1,2,1,0,0,2.9999700002999967
342,Spending Time Alone,High,25,1,46,14,4,2,1,1,1,3,1,3,3,0,1,2,1,0,0,0.9999900000999989
2695,Watching Sports,High,30,2,18,7,11,4,1,1,5,5,0,2,4,1,0,5,0,0,1,0.9999900000999989
570,Social Media Engagement,Medium,22,2,36,28,9,8,5,1,4,3,1,2,4,0,0,4,0,1,0,0.19999960000080003
282,Watching Sports,Low,29,3,60,7,4,9,1,5,4,2,1,5,4,1,0,2,1,0,0,4.999950000499995
5670,Walking or Nature Walks,High,23,2,52,56,12,10,3,1,1,2,0,1,5,0,1,2,0,0,0,0.3333322222259259
1874,Watching Sports,Medium,27,0,32,28,10,4,3,5,3,1,0,5,2,1,0,1,0,0,1,1.6666611111296294
3132,Yoga,Medium,22,1,60,7,8,2,2,2,3,3,0,3,3,1,1,5,0,0,1,0.9999950000249999
4960,Watching Sports,High,29,4,26,35,7,2,3,5,3,5,0,5,4,0,1,5,1,0,0,1.6666611111296294
3805,Talking to Friends,High,23,1,46,42,9,5,3,5,4,1,1,1,1,0,1,3,0,0,1,1.6666611111296294
1789,Watching Sports,High,28,1,13,0,9,4,1,3,4,4,0,3,2,1,1,4,0,0,0,2.9999700002999967
3110,Reading,High,19,4,9,49,11,7,2,5,4,1,0,2,4,1,1,2,0,0,1,2.4999875000625
5058,Exercise,High,23,4,12,21,5,9,2,3,5,5,0,5,5,1,0,5,0,0,0,1.4999925000374998
3546,Watching Sports,Medium,24,2,79,21,4,0,2,1,4,5,0,4,4,0,1,1,0,0,0,0.49999750001249993
4115,Yoga,High,26,4,19,7,6,0,2,1,5,1,1,4,3,1,0,5,0,0,0,0.49999750001249993
2390,Travelling,Medium,28,2,5,14,11,4,3,4,1,1,0,1,1,1,0,3,0,0,1,1.3333288889037036
5712,Yoga,Low,26,2,38,49,8,2,1,2,5,1,0,3,3,0,1,4,0,0,1,1.9999800001999979
857,Watching Sports,High,26,3,31,14,6,6,5,5,5,4,1,1,5,1,0,3,0,0,0,0.9999980000040001
207,Reading,Low,18,3,47,49,6,1,2,3,1,5,1,4,5,0,1,1,0,1,0,1.4999925000374998
2477,Yoga,Medium,23,4,1,56,6,9,1,5,5,5,1,1,1,0,1,2,1,0,0,4.999950000499995
5401,Travelling,Medium,19,2,16,14,5,5,5,5,5,4,0,3,3,1,0,2,0,1,0,0.9999980000040001
3645,Talking to Friends,High,24,3,-5,7,8,0,2,4,5,4,0,2,4,0,0,3,1,0,0,1.9999900000499997
4812,Travelling,Medium,24,3,38,0,5,6,3,1,3,4,1,4,1,0,0,2,0,0,0,0.3333322222259259
2199,Exercise,Low,23,2,31,7,7,0,4,1,4,4,1,1,2,1,1,3,0,0,1,0.24999937500156252
485,Travelling,Low,30,0,25,35,9,8,1,2,1,2,0,2,2,0,1,5,1,0,0,1.9999800001999979
3406,Social Media Engagement,High,30,1,50,42,11,4,4,1,5,3,0,4,2,0,0,5,0,0,1,0.24999937500156252
2704,Reading,High,22,1,73,56,4,5,1,4,3,3,1,2,2,1,1,1,0,0,1,3.9999600003999958
2115,Exercise,Low,27,4,43,49,12,3,5,4,5,1,0,2,1,0,1,5,0,0,0,0.7999984000032001
4972,Social Media Engagement,High,26,3,44,7,5,4,2,2,2,3,1,2,5,1,0,5,0,0,0,0.9999950000249999
2485,Meditation,High,24,0,24,49,7,2,5,2,1,3,1,1,5,0,0,2,0,0,1,0.39999920000160005
4792,Travelling,Low,29,0,41,14,8,0,4,5,2,1,1,1,2,1,1,3,0,0,0,1.2499968750078125
538,Meditation,Low,18,3,53,42,7,8,5,1,1,2,1,4,3,0,1,5,0,1,0,0.19999960000080003
92,Travelling,Low,27,1,54,42,6,10,1,5,4,2,1,1,1,0,0,5,0,1,0,4.999950000499995
1454,Walking or Nature Walks,Medium,19,3,35,42,12,4,1,3,1,3,0,1,1,0,1,3,1,0,0,2.9999700002999967
5748,Watching Sports,Low,20,1,12,28,12,4,3,1,4,4,0,3,1,1,0,4,0,0,0,0.3333322222259259
922,Walking or Nature Walks,Medium,24,0,58,7,6,10,5,4,3,1,1,5,2,1,1,5,0,0,1,0.7999984000032001
222,Talking to Friends,Low,20,3,2,28,11,2,3,1,1,4,0,5,1,0,1,5,0,1,0,0.3333322222259259
1950,Exercise,High,21,0,49,49,12,3,1,5,3,1,1,5,1,0,0,2,0,0,1,4.999950000499995
5119,Watching Sports,High,19,4,17,49,12,5,5,3,1,2,0,5,5,1,0,1,0,0,1,0.5999988000024
310,Watching Sports,Low,24,1,58,42,5,3,2,5,2,2,0,5,5,0,0,4,1,0,0,2.4999875000625
5550,Travelling,High,23,0,18,7,10,6,1,4,3,5,0,4,2,0,1,2,0,0,0,3.9999600003999958
1699,Meditation,Medium,23,0,36,7,12,5,3,3,2,4,0,5,5,0,0,3,1,0,0,0.9999966666777778
5236,Meditation,Low,27,1,14,28,11,9,5,2,3,2,0,2,5,1,1,1,0,0,1,0.39999920000160005
998,Talking to Friends,Low,26,4,38,7,5,6,2,5,3,4,0,1,3,1,0,1,0,0,1,2.4999875000625
1389,Yoga,Medium,27,4,35,21,4,6,3,5,5,5,0,5,1,0,0,3,0,1,0,1.6666611111296294
1472,Watching Sports,Medium,22,0,19,7,6,1,4,1,2,5,1,2,2,1,1,3,0,1,0,0.24999937500156252
3798,Meditation,High,23,1,31,56,11,6,1,4,3,3,1,3,1,0,1,2,0,0,1,3.9999600003999958
4235,Spending Time Alone,High,29,3,52,49,6,6,5,4,5,2,1,5,3,0,0,3,1,0,0,0.7999984000032001
2482,Social Media Engagement,Medium,27,4,43,49,12,8,2,5,4,3,0,1,2,0,1,1,0,0,1,2.4999875000625
4408,Exercise,Low,30,4,28,0,5,7,5,4,1,4,1,5,3,0,1,1,0,0,0,0.7999984000032001
2461,Yoga,Medium,22,3,41,21,4,7,4,3,1,5,0,1,1,1,1,5,0,0,0,0.7499981250046875
1188,Travelling,Low,19,4,28,49,12,0,1,5,3,4,0,1,3,1,1,5,0,0,0,4.999950000499995
5288,Travelling,Medium,21,0,48,0,12,5,5,1,2,4,1,3,3,0,0,2,0,0,0,0.19999960000080003
2652,Talking to Friends,Low,19,1,14,7,12,10,3,5,2,5,0,3,2,0,1,3,0,0,0,1.6666611111296294
2799,Watching Sports,Medium,30,2,10,0,4,8,1,4,1,2,0,4,3,0,1,2,0,0,1,3.9999600003999958
3974,Watching Sports,Medium,24,1,15,49,4,3,3,3,2,4,1,5,2,1,1,3,0,0,0,0.9999966666777778
15,Social Media Engagement,Low,24,2,49,21,4,4,4,3,4,1,0,4,4,1,0,5,1,0,0,0.7499981250046875
171,Yoga,Medium,24,1,50,14,12,7,5,1,5,3,0,2,5,0,1,3,1,0,0,0.19999960000080003
628,Travelling,Low,29,0,7,35,7,3,5,1,5,5,1,2,5,1,1,5,1,0,0,0.19999960000080003
2630,Walking or Nature Walks,Medium,30,2,69,21,10,4,3,2,2,3,0,2,2,1,0,5,0,0,1,0.6666644444518518
980,Walking or Nature Walks,High,22,1,33,14,6,10,3,4,1,1,0,5,4,1,0,4,0,0,1,1.3333288889037036
196,Reading,Low,27,2,46,0,6,2,4,1,5,4,1,5,4,1,0,3,0,1,0,0.24999937500156252
2490,Reading,Low,21,0,-1,42,12,1,1,2,1,5,0,3,4,1,0,3,0,0,0,1.9999800001999979
387,Reading,Medium,28,3,20,14,8,6,5,3,2,5,1,1,1,1,1,4,1,0,0,0.5999988000024
2098,Travelling,Low,18,3,18,56,9,0,5,3,1,3,1,1,3,0,1,2,0,1,0,0.5999988000024
3033,Meditation,Medium,25,2,36,21,9,4,2,3,5,4,0,2,4,0,1,2,0,1,0,1.4999925000374998
3319,Meditation,High,22,2,34,0,12,2,1,1,5,2,1,3,5,1,0,4,1,0,0,0.9999900000999989
4063,Travelling,Medium,21,3,10,7,7,5,2,5,3,2,0,3,2,0,1,5,0,0,1,2.4999875000625
616,Travelling,Medium,28,4,54,56,5,4,3,1,5,1,1,3,2,1,0,2,0,1,0,0.3333322222259259
1209,Spending Time Alone,High,23,2,11,14,11,2,3,3,1,3,0,5,3,1,1,5,0,0,1,0.9999966666777778
1747,Exercise,Medium,29,2,41,28,9,0,1,3,2,4,0,2,1,0,1,2,0,0,0,2.9999700002999967
104,Exercise,Medium,23,4,57,56,5,3,3,4,5,2,1,3,3,0,1,2,1,0,0,1.3333288889037036
2857,Spending Time Alone,High,23,0,30,28,6,6,2,3,3,2,0,5,3,0,0,1,0,0,1,1.4999925000374998
2084,Exercise,High,21,1,53,49,11,8,5,4,1,1,0,5,1,0,0,1,0,0,1,0.7999984000032001
4130,Talking to Friends,Low,25,3,26,28,8,5,2,1,4,5,0,4,5,1,1,1,0,0,1,0.49999750001249993
1919,Social Media Engagement,Low,25,4,2,21,7,3,4,2,1,1,1,5,1,1,0,3,0,0,1,0.49999875000312505
963,Spending Time Alone,Low,30,4,20,56,10,4,4,5,3,4,1,3,3,1,1,5,1,0,0,1.2499968750078125
3979,Meditation,Medium,25,0,28,49,4,9,3,5,3,3,1,2,5,0,1,2,0,0,1,1.6666611111296294
4240,Talking to Friends,High,23,3,18,56,6,3,1,1,3,1,0,3,5,1,1,5,0,0,1,0.9999900000999989
5709,Talking to Friends,High,23,2,44,42,12,6,1,5,3,1,1,1,5,0,1,2,0,0,1,4.999950000499995
3247,Yoga,Low,26,2,58,0,7,10,2,4,4,4,1,5,4,1,1,5,0,0,0,1.9999900000499997
4060,Yoga,Medium,22,4,80,42,6,9,4,1,5,1,1,1,5,1,0,5,0,0,1,0.24999937500156252
99,Social Media Engagement,High,25,1,13,7,10,5,2,5,3,2,0,5,4,0,0,5,1,0,0,2.4999875000625
3567,Yoga,Medium,26,0,29,0,9,1,4,3,2,1,0,2,3,1,1,2,0,1,0,0.7499981250046875
5294,Yoga,Low,21,1,13,21,9,7,4,1,3,4,0,5,5,1,1,3,0,0,1,0.24999937500156252
1411,Exercise,Medium,28,4,50,56,6,1,2,3,1,1,0,5,4,0,1,4,0,0,0,1.4999925000374998
5315,Talking to Friends,High,28,1,26,14,7,10,5,1,1,5,1,4,2,0,0,1,0,0,0,0.19999960000080003
414,Walking or Nature Walks,Low,28,4,58,49,7,8,3,2,1,4,0,4,2,1,0,2,1,0,0,0.6666644444518518
2045,Meditation,High,24,0,43,56,9,4,4,1,4,4,0,3,3,1,1,2,0,0,0,0.24999937500156252
1494,Yoga,Medium,26,0,45,7,7,9,4,5,4,5,0,4,1,0,0,2,0,0,1,1.2499968750078125
587,Travelling,Medium,19,1,40,0,7,9,1,1,2,4,1,3,3,1,0,1,0,1,0,0.9999900000999989
1757,Walking or Nature Walks,High,19,0,13,7,12,5,1,5,1,2,0,2,2,0,0,4,0,0,0,4.999950000499995
2316,Travelling,Low,23,2,64,28,12,2,5,5,5,5,1,2,1,0,1,2,0,0,0,0.9999980000040001
3148,Reading,Low,25,3,-13,7,7,1,5,4,1,1,0,3,1,1,1,2,0,0,1,0.7999984000032001
5073,Walking or Nature Walks,High,30,1,28,35,5,2,4,2,5,1,1,3,4,1,0,3,0,0,0,0.49999875000312505
5271,Reading,High,27,0,52,28,4,1,1,2,2,5,0,2,4,0,0,1,0,0,0,1.9999800001999979
1361,Exercise,Medium,26,2,24,28,6,1,5,1,4,3,0,1,1,1,0,2,0,0,0,0.19999960000080003
4848,Meditation,High,18,3,28,21,11,10,3,3,4,2,1,2,1,0,0,2,0,0,1,0.9999966666777778
5756,Spending Time Alone,High,29,2,40,28,11,5,1,2,2,5,0,3,1,1,0,2,0,0,0,1.9999800001999979
1958,Social Media Engagement,Medium,28,4,34,49,10,6,3,2,5,5,0,4,4,1,1,4,1,0,0,0.6666644444518518
2878,Talking to Friends,High,27,2,46,14,5,6,1,4,2,4,0,1,5,1,1,5,0,1,0,3.9999600003999958
4000,Exercise,High,30,3,49,28,5,4,5,3,1,2,1,5,3,1,1,2,0,0,1,0.5999988000024
1636,Travelling,Medium,26,0,-3,28,8,0,1,5,3,4,0,3,1,0,1,2,0,0,1,4.999950000499995
2984,Yoga,High,22,0,30,42,7,8,3,4,4,1,0,4,5,0,0,4,0,0,0,1.3333288889037036
3404,Talking to Friends,Medium,20,3,30,7,12,9,2,3,5,4,0,3,2,1,1,2,0,1,0,1.4999925000374998
3726,Talking to Friends,High,19,2,68,7,10,3,1,1,5,5,1,5,5,1,1,5,0,0,0,0.9999900000999989
3365,Meditation,Low,29,3,26,42,6,4,4,2,3,4,1,2,4,1,0,1,0,0,0,0.49999875000312505
2843,Travelling,Low,23,4,15,42,5,1,1,5,4,1,0,1,3,0,0,5,0,0,0,4.999950000499995
4679,Social Media Engagement,High,29,0,24,35,6,10,3,1,4,5,1,4,3,0,0,3,0,0,1,0.3333322222259259
2789,Watching Sports,High,20,1,53,49,4,7,1,4,4,5,1,4,4,0,0,1,1,0,0,3.9999600003999958
4126,Talking to Friends,High,20,0,43,0,5,4,4,3,3,5,0,5,5,0,1,2,0,0,1,0.7499981250046875
4769,Walking or Nature Walks,High,23,3,5,35,9,7,1,3,4,2,1,5,4,1,0,5,0,0,1,2.9999700002999967
2484,Meditation,Medium,28,0,57,56,9,3,1,2,3,3,1,5,5,0,1,1,0,1,0,1.9999800001999979
3226,Exercise,Low,22,4,12,0,11,0,4,2,1,3,1,5,5,1,1,1,0,0,0,0.49999875000312505
2164,Walking or Nature Walks,High,22,4,42,7,7,3,2,4,5,3,1,3,2,0,1,4,0,0,0,1.9999900000499997
5141,Meditation,Medium,25,2,19,0,12,7,2,4,5,2,0,5,5,0,0,4,0,0,1,1.9999900000499997
2981,Talking to Friends,Medium,21,3,25,7,8,1,1,4,2,2,0,5,3,1,1,3,0,0,1,3.9999600003999958
2202,Meditation,Medium,24,4,27,56,11,5,5,2,5,4,1,4,3,1,0,1,0,0,0,0.39999920000160005
3635,Meditation,High,28,4,47,7,4,0,1,1,4,5,0,2,4,1,1,3,0,0,1,0.9999900000999989
3917,Watching Sports,Low,27,3,16,35,4,10,4,4,5,4,0,5,2,1,0,3,0,0,0,0.9999975000062501
1536,Meditation,Medium,20,0,30,14,5,5,5,2,5,2,1,5,5,0,0,1,0,0,1,0.39999920000160005
5149,Social Media Engagement,High,20,3,46,21,8,7,4,2,4,1,1,2,4,0,0,3,0,0,0,0.49999875000312505
4644,Watching Sports,High,25,3,36,21,8,0,4,5,5,4,1,5,2,1,1,2,0,0,0,1.2499968750078125
3902,Meditation,Medium,28,4,25,21,8,7,3,2,4,5,1,4,5,1,0,1,0,0,0,0.6666644444518518
2048,Yoga,Medium,19,4,49,42,11,8,1,3,1,4,0,3,5,0,1,4,0,0,1,2.9999700002999967
5458,Walking or Nature Walks,Low,30,2,22,28,8,0,1,2,5,3,1,3,2,1,1,5,0,1,0,1.9999800001999979
1218,Reading,High,26,2,31,49,5,9,5,2,4,1,1,2,3,1,1,5,0,0,1,0.39999920000160005
2041,Meditation,Medium,21,1,58,28,6,10,4,1,4,4,0,1,2,0,1,4,1,0,0,0.24999937500156252
2670,Reading,Low,21,4,32,35,7,2,2,1,4,5,0,5,5,0,0,5,0,0,1,0.49999750001249993
2385,Social Media Engagement,High,23,0,31,42,4,1,2,3,2,2,1,4,4,0,0,1,0,0,1,1.4999925000374998
2649,Social Media Engagement,High,21,0,20,42,12,0,2,1,5,4,1,3,1,0,1,2,0,0,1,0.49999750001249993
4879,Talking to Friends,Medium,23,4,-21,14,8,10,1,4,3,5,1,3,1,0,1,2,0,0,0,3.9999600003999958
4694,Walking or Nature Walks,High,27,3,41,56,4,7,4,3,5,4,0,2,2,1,1,2,0,0,0,0.7499981250046875
3252,Talking to Friends,High,18,4,17,0,8,7,4,4,3,4,0,3,5,1,1,5,0,0,1,0.9999975000062501
3164,Watching Sports,High,18,1,5,56,8,10,4,1,1,3,1,4,1,0,0,4,0,0,1,0.24999937500156252
82,Travelling,High,21,3,53,21,10,5,1,1,5,3,1,3,3,0,1,4,0,0,0,0.9999900000999989
996,Watching Sports,Low,22,3,36,49,5,2,3,3,2,5,0,4,2,0,0,2,0,0,1,0.9999966666777778
2141,Yoga,Medium,28,2,58,49,11,5,3,3,5,4,0,3,1,0,0,3,0,0,1,0.9999966666777778
2556,Walking or Nature Walks,Low,20,0,33,7,4,9,1,1,2,3,1,3,5,1,0,1,0,0,0,0.9999900000999989
2395,Watching Sports,Low,30,4,17,42,12,1,4,4,3,2,0,5,3,1,0,1,0,0,1,0.9999975000062501
2978,Watching Sports,High,29,4,25,35,7,3,4,5,3,3,0,3,3,1,1,1,0,1,0,1.2499968750078125
160,Walking or Nature Walks,High,28,2,5,49,11,6,5,4,4,1,0,5,3,0,1,3,1,0,0,0.7999984000032001
2740,Spending Time Alone,Low,22,2,29,42,11,10,3,3,5,4,0,2,5,0,0,1,0,1,0,0.9999966666777778
3670,Exercise,Medium,26,4,6,0,6,4,2,5,4,4,1,2,4,1,1,2,0,0,1,2.4999875000625
5377,Meditation,Low,29,1,39,42,6,6,5,3,1,4,0,5,4,1,1,2,0,0,1,0.5999988000024
3017,Travelling,Medium,21,1,41,28,6,10,5,4,2,3,0,1,4,1,0,5,0,0,1,0.7999984000032001
1199,Watching Sports,Low,26,3,43,7,7,6,3,1,3,2,0,5,2,0,0,4,0,0,0,0.3333322222259259
4258,Walking or Nature Walks,High,29,3,21,21,4,3,5,3,1,5,1,2,4,0,0,3,1,0,0,0.5999988000024
2082,Watching Sports,Low,24,1,22,7,7,2,1,2,4,1,0,3,4,1,1,5,0,0,0,1.9999800001999979
1623,Watching Sports,High,21,0,23,49,7,2,4,2,1,1,1,4,5,0,1,2,0,0,0,0.49999875000312505
1278,Social Media Engagement,Low,21,0,8,28,9,3,3,5,3,2,1,1,4,0,0,1,1,0,0,1.6666611111296294
363,Yoga,High,20,3,30,14,11,5,2,5,4,3,0,2,2,0,1,5,0,1,0,2.4999875000625
1493,Reading,High,25,1,15,35,9,8,5,2,1,5,1,1,2,0,0,3,0,0,0,0.39999920000160005
2280,Reading,High,23,1,25,35,10,5,3,2,4,2,0,4,2,0,0,2,0,1,0,0.6666644444518518
1288,Talking to Friends,Medium,30,4,72,0,11,10,4,5,4,5,0,1,4,0,0,5,1,0,0,1.2499968750078125
386,Walking or Nature Walks,High,19,3,3,0,10,3,4,4,3,4,0,1,5,0,1,1,0,1,0,0.9999975000062501
263,Yoga,High,19,1,40,28,5,0,2,3,2,2,1,4,1,1,1,3,1,0,0,1.4999925000374998
3524,Walking or Nature Walks,Low,20,1,50,7,8,1,3,3,4,4,0,3,1,1,0,4,1,0,0,0.9999966666777778
5305,Walking or Nature Walks,Medium,24,4,44,42,4,7,5,2,5,5,0,4,2,0,0,4,0,0,1,0.39999920000160005
3276,Exercise,Low,30,3,35,7,9,7,1,3,2,3,1,3,1,0,1,1,0,0,1,2.9999700002999967
1398,Social Media Engagement,High,29,3,40,42,11,2,3,1,2,1,1,2,3,1,1,2,0,0,0,0.3333322222259259
5437,Travelling,Medium,28,4,-15,0,11,9,1,2,2,3,0,5,4,0,1,3,1,0,0,1.9999800001999979
2672,Talking to Friends,Low,18,2,55,56,4,1,4,3,3,3,1,1,5,0,0,4,1,0,0,0.7499981250046875
3523,Spending Time Alone,High,26,2,20,35,8,2,5,1,4,1,1,4,3,1,1,1,0,0,0,0.19999960000080003
59,Reading,High,25,2,28,56,9,6,1,3,5,2,1,5,2,1,1,5,1,0,0,2.9999700002999967
4918,Exercise,Medium,19,1,34,49,7,9,2,4,2,1,0,3,4,0,1,5,0,0,1,1.9999900000499997
1497,Yoga,High,25,0,40,49,7,2,5,3,5,3,0,3,3,0,0,5,0,0,0,0.5999988000024
3949,Travelling,High,20,3,39,35,5,0,2,2,1,3,0,5,1,1,1,1,0,0,1,0.9999950000249999
330,Yoga,High,26,0,18,49,4,4,4,5,3,3,1,2,5,0,1,1,1,0,0,1.2499968750078125
5655,Watching Sports,Medium,21,3,4,7,5,6,3,2,2,2,1,5,4,0,0,4,0,0,0,0.6666644444518518
3662,Watching Sports,Low,24,2,32,42,5,2,2,5,4,3,1,5,4,0,0,4,0,0,1,2.4999875000625
2816,Meditation,Medium,23,1,29,21,12,9,3,4,4,2,0,1,3,1,1,2,0,0,1,1.3333288889037036
3005,Talking to Friends,Medium,18,3,30,7,5,1,4,1,2,3,0,4,4,0,1,2,0,0,1,0.24999937500156252
64,Spending Time Alone,High,30,0,31,14,11,0,4,4,5,2,0,3,3,0,1,1,0,1,0,0.9999975000062501
1115,Walking or Nature Walks,High,26,0,45,7,9,8,5,3,5,3,0,2,2,1,1,1,0,0,1,0.5999988000024
5097,Exercise,Low,28,4,15,42,5,8,3,1,1,2,1,2,3,0,1,3,0,1,0,0.3333322222259259
5120,Meditation,Medium,19,4,21,42,8,6,5,3,2,4,0,5,4,0,0,5,0,0,1,0.5999988000024
4536,Talking to Friends,High,23,2,17,56,5,5,2,4,3,5,0,5,5,1,0,4,1,0,0,1.9999900000499997
1343,Yoga,High,19,3,54,7,12,3,1,3,2,2,0,2,3,1,0,1,1,0,0,2.9999700002999967
4841,Talking to Friends,Low,20,3,37,35,7,0,4,4,3,3,0,3,3,0,1,5,0,0,1,0.9999975000062501
5508,Meditation,High,23,2,18,14,11,4,5,4,1,5,0,3,5,1,1,1,0,0,0,0.7999984000032001
5663,Talking to Friends,Medium,24,2,5,0,4,10,4,2,3,4,1,4,2,0,0,1,0,0,1,0.49999875000312505
2384,Walking or Nature Walks,Medium,25,3,48,42,7,8,1,2,1,3,1,4,2,0,0,2,0,0,0,1.9999800001999979
5388,Meditation,High,21,2,22,0,6,6,1,5,4,5,1,4,3,1,1,5,0,0,1,4.999950000499995
162,Meditation,Medium,19,1,0,35,11,8,5,2,1,2,0,4,3,0,0,2,0,1,0,0.39999920000160005
53,Spending Time Alone,Low,24,3,24,14,6,7,1,3,3,1,1,1,3,1,0,4,0,1,0,2.9999700002999967
359,Reading,High,30,3,35,21,5,8,3,2,4,4,0,2,5,0,0,5,1,0,0,0.6666644444518518
753,Yoga,High,25,0,39,42,10,1,2,1,2,3,0,4,5,0,1,5,0,1,0,0.49999750001249993
518,Spending Time Alone,Medium,27,0,16,0,10,1,4,1,4,5,1,2,1,0,0,4,1,0,0,0.24999937500156252
3419,Walking or Nature Walks,High,19,4,25,14,8,6,2,5,3,3,0,1,5,1,0,1,0,0,1,2.4999875000625
1107,Travelling,High,19,3,10,7,12,2,1,5,4,4,0,4,1,1,1,2,0,0,1,4.999950000499995
2415,Social Media Engagement,Medium,25,4,40,7,6,10,3,2,3,3,1,1,1,0,0,1,0,0,1,0.6666644444518518
1171,Travelling,Low,22,3,22,21,11,1,1,3,2,3,1,3,5,1,0,3,0,0,0,2.9999700002999967
3158,Talking to Friends,Low,25,3,58,7,7,5,1,4,5,1,0,4,5,0,1,4,0,0,1,3.9999600003999958
5597,Spending Time Alone,Medium,22,0,43,35,4,4,4,5,4,2,1,5,2,1,0,1,0,0,0,1.2499968750078125
5248,Talking to Friends,Medium,18,0,41,28,8,5,2,1,5,3,1,3,1,0,1,1,0,0,0,0.49999750001249993
4967,Exercise,Medium,23,3,72,49,9,7,2,5,3,3,0,5,4,1,1,1,1,0,0,2.4999875000625
5600,Reading,Low,23,1,15,7,4,9,2,3,3,1,1,4,3,1,1,3,0,0,1,1.4999925000374998
1725,Reading,Medium,19,1,29,56,7,2,2,4,5,4,0,1,4,1,1,1,0,0,0,1.9999900000499997
695,Walking or Nature Walks,Low,25,3,56,14,7,0,1,5,2,3,0,3,1,1,1,5,0,1,0,4.999950000499995
2553,Meditation,High,24,1,18,7,4,7,3,5,5,2,0,3,2,0,1,4,0,0,0,1.6666611111296294
3214,Social Media Engagement,High,30,2,24,49,8,8,3,2,5,4,1,3,1,0,1,2,0,0,1,0.6666644444518518
842,Spending Time Alone,Low,21,1,41,35,7,3,2,3,4,2,1,1,2,0,0,5,0,0,1,1.4999925000374998
5647,Spending Time Alone,Low,25,2,35,42,4,7,5,2,2,2,0,3,3,0,0,5,0,0,0,0.39999920000160005
2639,Spending Time Alone,High,23,0,16,7,4,4,1,5,1,1,0,2,4,1,1,5,0,0,0,4.999950000499995
4794,Talking to Friends,High,28,1,27,7,11,8,5,2,4,5,1,4,2,0,1,2,0,0,0,0.39999920000160005
